n,beta,Lambda_eV,env_solar,rho_solar_kgm3,lambda_solar_m,lambda_lab_m,beta_eff_sun,beta_eff_earth,alpha_sun_earth,pass_cassini,pass_EotWash_Yukawa,pass_Ephemerides_Yukawa,pass_all,skipped_optional_gates
1.0,1778.2794100389228,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,708400135.3733002,619.5187826593028,6.568515371184942e-20,2.000958965613856e-16,2.628665944548987e-35,True,True,True,True,False
1.0,1778.2794100389228,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,2350238676.0879717,2055.359578385124,7.229926582843818e-19,2.2024438703660248e-15,3.184701497116149e-33,True,True,True,True,False
1.0,1778.2794100389228,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,7797318999.196671,6819.007130543582,7.957938048317568e-18,2.4242171306220323e-14,3.858353948232062e-31,True,False,True,False,False
1.0,1778.2794100389228,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,25868940118.21538,22623.22307755904,8.75925602496935e-17,2.6683216655254323e-13,4.674502525061979e-29,True,False,True,False,False
1.0,1778.2794100389228,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,85824635738.09903,75056.41402316591,9.641262051189577e-16,2.9370061042698356e-12,5.6632890994417805e-27,True,False,True,False,False
1.0,1778.2794100389228,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,284737916045.9209,249012.49776407683,1.0612080943259454e-14,3.232745499901957e-11,6.861231382783463e-25,True,False,True,False,False
1.0,1778.2794100389228,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,944666763067.6959,826141.5743039123,1.1680655639102353e-13,3.5582641288839014e-10,8.312571592492673e-23,True,False,True,False,False
1.0,1778.2794100389228,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,3134093645262.459,2740866.048578737,1.2856829578364233e-12,3.916560586438336e-09,1.0070910398635193e-20,True,False,True,False,False
1.0,1778.2794100389228,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,10397891998842.764,9093292.1546544,1.4151437377688467e-11,4.310935408848798e-08,1.220118649551672e-18,True,False,True,False,False
1.0,1778.2794100389228,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,34496786074979.81,30168552.838536967,1.5576404636462456e-10,4.7450214771646666e-07,1.478207490740433e-16,True,False,True,False,False
1.0,1778.2794100389228,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,114448991163995.47,100089336.72121558,1.7144857792420058e-09,5.22281748238168e-06,1.790889260223985e-14,True,False,True,False,False
1.0,1778.2794100389228,1.0,SolarWind_1AU,8.36310962975e-21,379704113583246.0,332063502.6449172,1.8871245039064716e-08,5.748724760371634e-05,2.169711872302234e-12,True,False,True,False,False
1.0,3162.2776601683795,1e-10,SolarWind_1AU,8.36310962975e-21,77.9731899919667,6.819007130543584e-05,1.4151437377688463e-33,4.3109354088487975e-30,1.2201186495516713e-62,True,True,True,True,False
1.0,3162.2776601683795,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,258.6894011821532,0.00022623223077558984,1.5576404636462295e-32,4.7450214771646173e-29,1.4782074907404023e-60,True,True,True,True,False
1.0,3162.2776601683795,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,858.2463573809903,0.000750564140231659,1.7144857792420054e-31,5.222817482381678e-28,1.790889260223984e-58,True,True,True,True,False
1.0,3162.2776601683795,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,2847.379160459209,0.002490124977640768,1.8871245039064718e-30,5.748724760371634e-27,2.1697118723022342e-56,True,True,True,True,False
1.0,3162.2776601683795,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,9446.667630676935,0.008261415743039104,2.077146941877064e-29,6.327587835874291e-26,2.628665944548959e-54,True,True,True,True,False
1.0,3162.2776601683795,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,31340.936452624665,0.02740866048578737,2.286303531758452e-28,6.9647390490332635e-25,3.1847014971161503e-52,True,True,True,True,False
1.0,3162.2776601683795,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,103978.9199884304,0.09093292154654398,2.51652097111986e-27,7.666047675563542e-24,3.858353948232062e-50,True,True,True,True,False
1.0,3162.2776601683795,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,344967.8607498985,0.3016855283853689,2.7699199647455854e-26,8.437973993034358e-23,4.674502525061979e-48,True,True,True,True,False
1.0,3162.2776601683795,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,1144489.9116436539,1.0008933672121558,3.048834760030596e-25,9.287628791310662e-22,5.663289099441779e-46,True,True,True,True,False
1.0,3162.2776601683795,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,3797041.135967566,3.3206350264491817,3.3558346494767945e-24,1.0222838875349815e-20,6.861231382783459e-44,True,True,True,True,False
1.0,3162.2776601683795,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,12597333.748031253,11.016774953354163,3.693747638365316e-23,1.1252219163748055e-19,8.312571592492666e-42,True,True,True,True,False
1.0,3162.2776601683795,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,41793810.46364377,36.55003618468548,4.0656864956253244e-22,1.2385252047189915e-18,1.0070910398635188e-39,True,True,True,True,False
1.0,3162.2776601683795,1e-05,SolarWind_1AU,8.36310962975e-21,138658118.2977674,121.26099977154252,4.475077427873603e-21,1.3632374737831393e-17,1.220118649551672e-37,True,True,True,True,False
1.0,3162.2776601683795,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,460022035.7175227,402.30411787540635,4.925691640762813e-20,1.500507541425691e-16,1.4782074907404173e-35,True,True,True,True,False
1.0,3162.2776601683795,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,1526201826.071522,1334.7127564875254,5.42168007837337e-19,1.651599904767244e-15,1.7908892602239843e-33,True,True,True,True,False
1.0,3162.2776601683795,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,5063435733.618525,4428.13797616221,5.96761166065977e-18,1.8179063884180034e-14,2.1697118723022332e-31,True,False,True,False,False
1.0,3162.2776601683795,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,16798814541.114008,14691.105513617882,6.56851537118494e-17,2.0009589656138554e-13,2.6286659445489853e-29,True,False,True,False,False
1.0,3162.2776601683795,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,55732941985.04074,48740.256598623084,7.229926582843818e-16,2.2024438703660242e-12,3.1847014971161483e-27,True,False,True,False,False
1.0,3162.2776601683795,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,184903572493.51044,161704.1420809039,7.957938048317572e-15,2.4242171306220325e-11,3.858353948232064e-25,True,False,True,False,False
1.0,3162.2776601683795,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,613449243896.7185,536481.1634344145,8.759256024969351e-14,2.6683216655254323e-10,4.6745025250619793e-23,True,False,True,False,False
1.0,3162.2776601683795,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,2035222844873.1694,1779868.066557903,9.641262051189576e-13,2.9370061042698356e-09,5.6632890994417805e-21,True,False,True,False,False
1.0,3162.2776601683795,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,6752200071161.687,5905016.895788634,1.0612080943259454e-11,3.2327454999019564e-08,6.861231382783462e-19,True,False,True,False,False
1.0,3162.2776601683795,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,22401579225503.72,19590904.064582273,1.168065563910241e-10,3.558264128883919e-07,8.312571592492756e-17,True,False,True,False,False
1.0,3162.2776601683795,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,74321072614246.61,64996176.78340374,1.2856829578364233e-09,3.916560586438336e-06,1.0070910398635193e-14,True,False,True,False,False
1.0,3162.2776601683795,1.0,SolarWind_1AU,8.36310962975e-21,246572876791961.2,215635939.1344676,1.4151437377688467e-08,4.310935408848797e-05,1.2201186495516716e-12,True,False,True,False,False
1.0,5623.413251903491,1e-10,SolarWind_1AU,8.36310962975e-21,50.63435733618524,4.428137976162211e-05,1.0612080943259453e-33,3.2327454999019556e-30,6.86123138278346e-63,True,True,True,True,False
1.0,5623.413251903491,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,167.9881454111397,0.00014691105513617845,1.1680655639102292e-32,3.558264128883882e-29,8.312571592492585e-61,True,True,True,True,False
1.0,5623.413251903491,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,557.3294198504075,0.000487402565986231,1.285682957836423e-31,3.916560586438336e-28,1.0070910398635192e-58,True,True,True,True,False
1.0,5623.413251903491,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,1849.0357249351036,0.001617041420809039,1.4151437377688464e-30,4.310935408848798e-27,1.2201186495516716e-56,True,True,True,True,False
1.0,5623.413251903491,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,6134.492438967171,0.005364811634344132,1.5576404636462296e-29,4.7450214771646177e-26,1.4782074907404026e-54,True,True,True,True,False
1.0,5623.413251903491,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,20352.22844873176,0.017798680665579037,1.714485779242006e-28,5.222817482381679e-25,1.790889260223985e-52,True,True,True,True,False
1.0,5623.413251903491,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,67522.00071161926,0.059050168957886354,1.8871245039064715e-27,5.748724760371633e-24,2.1697118723022333e-50,True,True,True,True,False
1.0,5623.413251903491,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,224015.7922551243,0.19590904064582226,2.0771469418770745e-26,6.327587835874324e-23,2.6286659445489856e-48,True,True,True,True,False
1.0,5623.413251903491,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,743210.7261456699,0.6499617678340377,2.286303531758452e-25,6.964739049033262e-22,3.18470149711615e-46,True,True,True,True,False
1.0,5623.413251903491,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,2465728.7680366095,2.156359391344686,2.51652097111986e-24,7.666047675563542e-21,3.858353948232062e-44,True,True,True,True,False
1.0,5623.413251903491,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,8180477.142806603,7.154091293917068,2.769919964745585e-23,8.437973993034354e-20,4.6745025250619756e-42,True,True,True,True,False
1.0,5623.413251903491,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,27140132.828667924,23.73492213178062,3.048834760030596e-22,9.287628791310662e-19,5.663289099441779e-40,True,True,True,True,False
1.0,5623.413251903491,1e-05,SolarWind_1AU,8.36310962975e-21,90042035.09149152,78.74466587820687,3.3558346494767962e-21,1.0222838875349818e-17,6.861231382783464e-38,True,True,True,True,False
1.0,5623.413251903491,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,298729860.115255,261.24890445575977,3.693747638365317e-20,1.1252219163748057e-16,8.31257159249267e-36,True,True,True,True,False
1.0,5623.413251903491,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,991087431.9289178,866.737947493452,4.065686495625325e-19,1.2385252047189915e-15,1.0070910398635189e-33,True,True,True,True,False
1.0,5623.413251903491,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,3288102158.078488,2875.551463804799,4.475077427873601e-18,1.3632374737831388e-14,1.220118649551671e-31,True,False,True,False,False
1.0,5623.413251903491,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,10908841595.2548,9540.134068091455,4.925691640762814e-17,1.5005075414256908e-13,1.4782074907404173e-29,True,False,True,False,False
1.0,5623.413251903491,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,36191948798.788086,31651.027353457073,5.42168007837337e-16,1.6515999047672435e-12,1.7908892602239837e-27,True,False,True,False,False
1.0,5623.413251903491,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,120072983590.10603,105007.69961712885,5.967611660659771e-15,1.8179063884180036e-11,2.169711872302234e-25,True,False,True,False,False
1.0,5623.413251903491,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,398362670890.8442,348381.01322094415,6.568515371184942e-14,2.0009589656138558e-10,2.6286659445489868e-23,True,False,True,False,False
1.0,5623.413251903491,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,1321636331624.9158,1155813.629051768,7.229926582843819e-13,2.2024438703660247e-09,3.1847014971161495e-21,True,False,True,False,False
1.0,5623.413251903491,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,4384754698939.934,3834609.506272319,7.957938048317572e-12,2.424217130622033e-08,3.858353948232065e-19,True,False,True,False,False
1.0,5623.413251903491,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,14547174067339.463,12721973.245511468,8.759256024969395e-11,2.6683216655254456e-07,4.674502525062026e-17,True,False,True,False,False
1.0,5623.413251903491,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,48262739394664.16,42207323.3258226,9.641262051189579e-10,2.937006104269836e-06,5.663289099441783e-15,True,False,True,False,False
1.0,5623.413251903491,1.0,SolarWind_1AU,8.36310962975e-21,160119897031069.9,140030017.98160896,1.0612080943259454e-08,3.2327454999019565e-05,6.861231382783462e-13,True,False,True,False,False
1.0,10000.0,1e-10,SolarWind_1AU,8.36310962975e-21,32.881021580784875,2.875551463804799e-05,7.957938048317571e-34,2.4242171306220325e-30,3.858353948232064e-63,True,True,True,True,False
1.0,10000.0,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,109.08841595254775,9.54013406809143e-05,8.759256024969305e-33,2.6683216655254185e-29,4.674502525061931e-61,True,True,True,True,False
1.0,10000.0,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,361.91948798788104,0.0003165102735345707,9.641262051189579e-32,2.937006104269836e-28,5.663289099441783e-59,True,True,True,True,False
1.0,10000.0,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,1200.7298359010604,0.0010500769961712887,1.0612080943259454e-30,3.232745499901957e-27,6.861231382783464e-57,True,True,True,True,False
1.0,10000.0,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,3983.6267089084336,0.0034838101322094335,1.1680655639102294e-29,3.5582641288838823e-26,8.312571592492587e-55,True,True,True,True,False
1.0,10000.0,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,13216.363316249217,0.01155813629051768,1.2856829578364235e-28,3.9165605864383374e-25,1.0070910398635197e-52,True,True,True,True,False
1.0,10000.0,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,43847.54698940142,0.038346095062723184,1.4151437377688464e-27,4.310935408848798e-24,1.2201186495516716e-50,True,True,True,True,False
1.0,10000.0,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,145471.74067347025,0.12721973245511436,1.557640463646238e-26,4.745021477164643e-23,1.478207490740418e-48,True,True,True,True,False
1.0,10000.0,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,482627.39394941594,0.42207323325822615,1.7144857792420055e-25,5.222817482381679e-22,1.7908892602239844e-46,True,True,True,True,False
1.0,10000.0,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,1601198.9704120152,1.400300179816098,1.8871245039064718e-24,5.748724760371634e-21,2.1697118723022343e-44,True,True,True,True,False
1.0,10000.0,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,5312251.5940676555,4.645735476889033,2.077146941877074e-23,6.327587835874323e-20,2.6286659445489847e-42,True,True,True,True,False
1.0,10000.0,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,17624303.73747547,15.413022459270028,2.286303531758451e-22,6.964739049033262e-19,3.1847014971161486e-40,True,True,True,True,False
1.0,10000.0,1e-05,SolarWind_1AU,8.36310962975e-21,58471643.65815525,51.1353396059136,2.5165209711198614e-21,7.666047675563546e-18,3.858353948232066e-38,True,True,True,True,False
1.0,10000.0,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,193989683.9621777,169.65023982297902,2.7699199647455853e-20,8.437973993034357e-17,4.6745025250619784e-36,True,True,True,True,False
1.0,10000.0,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,643593973.580678,562.8437024923146,3.0488347600305963e-19,9.287628791310664e-16,5.663289099441781e-34,True,True,True,True,False
1.0,10000.0,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,2135233144.2022703,1867.3303012469232,3.355834649476795e-18,1.0222838875349816e-14,6.861231382783461e-32,True,False,True,False,False
1.0,10000.0,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,7084001353.733003,6195.187826593028,3.693747638365317e-17,1.1252219163748059e-13,8.312571592492672e-30,True,False,True,False,False
1.0,10000.0,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,23502386760.879715,20553.595783851244,4.065686495625325e-16,1.2385252047189915e-12,1.007091039863519e-27,True,False,True,False,False
1.0,10000.0,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,77973189991.9667,68190.07130543583,4.475077427873602e-15,1.3632374737831391e-11,1.2201186495516715e-25,True,False,True,False,False
1.0,10000.0,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,258689401182.15372,226232.23077559043,4.9256916407628136e-14,1.5005075414256913e-10,1.4782074907404178e-23,True,False,True,False,False
1.0,10000.0,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,858246357380.9852,750564.140231659,5.421680078373369e-13,1.651599904767244e-09,1.790889260223984e-21,True,False,True,False,False
1.0,10000.0,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,2847379160459.029,2490124.9776407685,5.9676116606597715e-12,1.817906388418004e-08,2.1697118723022347e-19,True,False,True,False,False
1.0,10000.0,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,9446667630670.404,8261415.743039147,6.568515371184974e-11,2.0009589656138658e-07,2.6286659445490125e-17,True,False,True,False,False
1.0,10000.0,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,31340936452384.406,27408660.485787354,7.22992658284382e-10,2.2024438703660254e-06,3.184701497116151e-15,True,False,True,False,False
1.0,10000.0,1.0,SolarWind_1AU,8.36310962975e-21,103978919979656.81,90932921.54654329,7.95793804831757e-09,2.4242171306220324e-05,3.858353948232063e-13,True,False,True,False,False
